id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
3061,TXXN442403NLWESUU1,90,2021-08-30,SPDG586300BUN,true,false,false,639.64
6503,SHMM982229PNGZLY72,85,2020-12-07,XWFQ550389YRF,true,false,false,902.38
8944,FZEQ105285CNYYDCU5,90,2018-10-08,CPSJ005398QM8,true,false,false,258.16
6704,RKKP024972ODLTZTY8,31,2021-05-19,LLHD861254CRR,true,false,false,43.89
4709,ZSJG122803PPJVRC83,28,2019-08-29,IBRU912576G82,true,false,false,511.24
9838,LIIR117704JHFWYEH6,39,2020-10-17,SCXU612518Z4M,true,false,false,742.66
9247,BUMK232565KDPGEFP5,64,2020-05-24,IWID112811BN0,true,false,false,487.07
6561,TTUH721314PNAGSBY7,17,2021-03-13,OONA673868R78,true,false,false,264.58
7420,QOEC706772VJNDZSP2,47,2020-08-03,OGEU854438MN0,true,false,false,184.16
7896,MHML730147ZGFRXAG4,78,2018-07-18,SGAZ6808490YT,true,false,false,913.54
5168,IQLH009156BLQHDWY6,74,2018-08-10,STNP198697XL9,true,false,false,973.86
7489,DRCL144459BPNZCL96,97,2019-10-26,RYJJ709173DZ6,true,false,false,516.71
8871,SHSY518866EUOYSIN9,95,2018-12-26,AWZP1482258P0,true,false,false,796.63
8209,YGMT418380XYTBNN38,16,2022-03-06,SSEK276475NEE,true,false,false,288.85
2648,NIDG254721IGKZIBO5,38,2021-03-10,IMUT724204NCM,true,false,false,555.08
5660,LPBC954073PDPCIRA9,14,2020-10-11,YYXT556749123,true,false,false,688.43
2295,WTRT562638KLPGAHY5,5,2020-08-02,HHGU599301YI4,true,false,false,151.26
3399,MYRV090738AXKADYP7,62,2018-09-05,PEES721385R9W,true,false,false,983.57
6766,TRBX550293JOZCIBJ6,38,2018-09-17,XTVU453915TFD,true,false,false,393.3
5097,EGQS992661LMJYJKZ1,70,2020-08-13,IYMY772377UV4,true,false,false,686.55
4752,KMXV895326YLBFWHZ4,26,2019-08-11,AAJA221970I8Z,true,false,false,891.16
