id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
1515,KZYJ731070JTBUSBX2,2,2019-02-03,KZDC463758GTL,true,false,false,560.01
2577,JABJ841737OJNJML34,42,2020-12-09,JGLV03954593Y,true,false,false,360.48
2721,ICFS587709YWTPTY07,22,2018-10-29,MCHP283507WVZ,true,false,false,143.73
0771,VZOY910454DMBQGNE7,30,2021-11-27,KUCS867497BV8,true,false,false,287.94
4563,JZFP596168HXBXSA86,85,2020-01-08,IBVH397421L4Z,true,false,false,945.01
8160,VGCR831557OFHBRDC9,8,2021-04-19,VXLE3723421IU,true,false,false,116.13
9426,YTUX363948XQESTTG6,5,2020-03-10,ZLYS674600E1Z,true,false,false,969.71
1469,OHWL859893EGXWMI15,1,2020-06-23,ATIF889805E9L,true,false,false,795.88
2039,MTPT993829VZJBKU76,86,2021-10-14,SNMD4104666NF,true,false,false,827.7
0484,JHAA157644QKHVZRJ2,74,2019-03-11,PSJM251478OKG,true,false,false,281.19
1950,OSQO394934QDSMIHM9,50,2020-07-13,AHDP757112D9G,true,false,false,942.4
2666,SKKQ435688XMFFWZS8,58,2019-11-02,STNP198697XL9,true,false,false,431.78
1697,QOXK009824JAWGMYS6,61,2018-11-13,DJIT1283432T4,true,false,false,45.08
6704,DYVT590175HSUOQQK9,47,2019-02-18,QDBA422562VW4,true,false,false,710.51
0287,CGIP785608UJOGFHR7,65,2020-05-25,NWRI161128E42,true,false,false,310.86
1133,EUDS132938LMRSFWB9,34,2021-10-13,AQDG777687Q9V,true,false,false,596.39
0797,ETZN607575YAGPUPU6,60,2020-01-05,EMMQ109367XLP,true,false,false,651.23
3142,YQOM577772SNFRSBU4,31,2022-02-23,GZRR114653VQS,true,false,false,550.19
1062,PDPW798215HSYSTC07,89,2020-01-06,LLCV621037PQP,true,false,false,545.66
0145,ZNDG664609ILWAVQO8,16,2022-02-21,YRQK2460323RX,true,false,false,391.71
3303,KFNT609615FAFZXDM9,38,2018-08-13,RGNS739860PGX,true,false,false,161.96
7991,IUBM783715VQYKOHT5,82,2022-01-08,TAAA955833NI8,true,false,false,513.4
4734,OJGU775556RBMDST28,4,2019-10-04,UUSI575952P3B,true,false,false,892.57
3729,ZKJN791329RJLVFST5,55,2020-12-10,XOWX3926849CG,true,false,false,525.46
6895,JITR998734ZJHCOVT5,34,2020-04-05,LPGP62960080X,true,false,false,652.97
7120,DBPZ666634TSKMKXD2,24,2018-11-13,CYNP654298D6K,true,false,false,374.78
4596,FCOH352798GQGVIHV1,74,2018-11-18,UFOI5079704TK,true,false,false,191.31
2320,IABE631007PBPCOHQ3,46,2019-02-04,BPQM3072489KY,true,false,false,654.43
5834,SHJE794068DSURTVP4,13,2021-05-22,OWAA7792878FT,true,false,false,226.97
9200,ZBVL316888TBIHAJO3,78,2020-02-24,FCEC276794XV9,true,false,false,757.91
3349,KXHM781528HSKLSNN1,38,2018-10-18,HQCK149446RYT,true,false,false,57.63
4694,JMTW786680SDZHTR60,12,2018-12-08,OGRV332873ZNK,true,false,false,144.79
5594,RZPW219303MOWCONI7,10,2020-01-27,XFJK324383GZM,true,false,false,218.02
4610,PEWA585016OGMWJH99,43,2022-04-16,VKSD783606ZJA,true,false,false,702.59
9569,VEQM621760NVUXTGW8,25,2021-07-08,WGKW9623348KS,true,false,false,946.05
5729,FLFI430702SIFPWI73,80,2020-02-20,MESQ262862V9I,true,false,false,133.47
6997,LTTW565220PLDXXGN2,99,2018-10-15,BJUF1844271B0,true,false,false,459.38
0601,ILVN342505MHGDBW57,30,2022-02-11,ZCOQ736343GLQ,true,false,false,488.17
3883,XLUS222636TYZIHDD6,73,2020-07-18,IWID112811BN0,true,false,false,398.07
2820,THOS945424AMWOFGE1,14,2020-06-29,JCSG582436WIO,true,false,false,994.7
2790,LQLA439305FLYHKOO2,45,2020-10-31,XMMZ9119545CQ,true,false,false,713.78
7439,IXGF126743UHMSVNW0,13,2019-05-26,BGRT004386NBT,true,false,false,666.83
0229,JIRZ913790PNIQVHB2,88,2020-08-03,NVLA2080960W8,true,false,false,153.21
7117,JQEQ262619CYRNTBD4,83,2018-08-08,POWP335520IDS,true,false,false,209.63
