id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
4304,PSQI672574NMATKWT4,75,2018-12-21,HCUE479204WSM,true,false,false,964.16
6592,MNAZ768626UIIFCHG4,90,2020-07-31,CRBF964624P6I,true,false,false,158.73
0436,BVRP814365GDKENFG0,42,2022-05-04,EMGB629182Q2S,true,false,false,704.72
0364,XOYZ509918ZCGPJMW2,16,2021-08-04,PQRV457489EP4,true,false,false,81.69
9048,RHVF270591TAVVTLW9,81,2019-05-06,QLZD029705B4O,true,false,false,561.31
2191,FKUG605981DKFHCA64,12,2021-06-16,XQMF246567G20,true,false,false,499.23
1054,UGOU137857FZJWNK96,55,2020-08-19,YLOS569123W7E,true,false,false,843.29
0331,DNLB956539REVRJON0,96,2020-03-18,HJGA154481LE0,true,false,false,277.57
0553,OAKS519218LYSXHAB6,40,2021-12-03,MPWA178265CGQ,true,false,false,475.66
4955,YMAQ232866YWKLKQI2,48,2021-11-06,IJNB233146K8G,true,false,false,647.02
2682,EVPR496548FYQAVTY0,99,2021-06-13,KQAV5080814M2,true,false,false,767.12
9024,SLXH155527NFBTBP35,57,2020-05-05,ZTMB7197671UC,true,false,false,572.61
7033,DNVU707600VNUNPLE8,100,2022-04-12,MWDA82854527W,true,false,false,813.6
3446,JSXH860313JUWBQRD8,73,2019-03-12,GXPN906578SCA,true,false,false,157.28
2700,WAEK410184PWEVWQI3,72,2021-04-20,TYCD401797JSH,true,false,false,48.32
8863,AFOS001538GIGQQE46,55,2022-04-03,LVJC906591MEL,true,false,false,784.33
3256,KPKY584812QTRZUCD4,89,2020-04-09,PFUC5549746AX,true,false,false,620.1
1370,NQMP137999IIGKHSS7,17,2020-08-19,ACMD9392838FC,true,false,false,250.71
7451,CTIW730104ZWIKYW19,87,2020-12-02,ETQZ917319JKC,true,false,false,279.55
2081,WINJ322062UYFOPIQ0,21,2022-03-29,YQOU1834098J4,true,false,false,656.53
6689,DOJV912183ZMPDWAN7,32,2022-02-16,HWGK339096XKG,true,false,false,591.46
5413,DSXQ437182TBIPNI77,84,2018-08-18,PRMW057203EAS,true,false,false,370.55
9273,HETY134852YOZZVP37,44,2020-06-17,CHSC446831PCO,true,false,false,939.63
6366,OLCX630819NUMZTW05,24,2022-01-24,VWBH2168664PT,true,false,false,43.11
8165,FULJ672481XPPIZXW4,73,2021-05-15,XMMZ9119545CQ,true,false,false,559.14
2740,UBOG225293LWPDXGE0,75,2019-05-03,KFCI782182XRV,true,false,false,217.96
8061,AOWX011975DGQNRCL1,18,2020-06-11,BMQO026347SMI,true,false,false,937.91
5774,WGJA917471QJLJLRK7,3,2022-03-21,RQJS451885947,true,false,false,977.95
8736,MQGT364477RFXUJYQ5,68,2019-11-18,ZDAW310955W3X,true,false,false,180.97
0371,WRDF152929ZEJCIQP0,89,2019-10-15,IYSE115150TDQ,true,false,false,922.42
7684,GTCT927035OYQAUML8,79,2018-09-27,LHGE9274056M8,true,false,false,689.63
1726,PYYD594547BAKUGN37,64,2019-10-17,DAAD718600K2O,true,false,false,79.39
4496,ZQRY315630SRZBXCS0,78,2019-03-22,EYNV54201182K,true,false,false,663.96
4144,KLUG216592XYTPBBO2,2,2019-07-25,HPTH1288036AY,true,false,false,215.89
1440,KUJF086457JDFOLUY2,69,2022-05-03,GJNA5659231PM,true,false,false,563.49
6504,KKXU360187MHTNNKC0,67,2018-07-29,XAXB816012DQP,true,false,false,164.03
8553,LPUW697406AXXXPXF5,80,2021-12-20,KVMT715996ME3,true,false,false,184.63
1398,MZLG447185XTPTOTV8,35,2020-10-01,WKBU135261XX4,true,false,false,59.41
