id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
1962,AFKF558023HEFHDP94,23,2020-10-07,KKMG368413A60,true,false,false,618.33
7956,HKXM621866SSHCCCK1,67,2019-04-22,BWUM948934TG5,true,false,false,529.05
9184,PIBX925552NGQJPR56,1,2021-09-08,DZNX888568XGK,true,false,false,696.16
5385,XICV604330YYJJZB69,7,2022-05-02,FIXK851827XOP,true,false,false,553.12
0493,MEKM903304DQAIMC85,73,2021-10-31,MZLX579827M1L,true,false,false,805.64
3800,YWIE855672ICXVHMM2,52,2020-09-14,QJYC364907XMP,true,false,false,495.41
6367,EAAL475456IUPCGEA8,28,2020-10-24,KQJO779649PVX,true,false,false,423.51
0421,AQFQ274946EPQPPOR5,86,2022-05-05,RDII935106Y52,true,false,false,956.81
8698,CEDJ676831VGLAMDD2,23,2020-08-24,HLIZ511753UI8,true,false,false,631.7
3472,IMYF173311BUDNIC80,59,2020-03-07,GWFG326838DJ6,true,false,false,744.1
8762,DDCH256414SMLBWZ81,56,2022-03-05,AAJA221970I8Z,true,false,false,487.11
8681,OSEL184104VHZUOW10,88,2022-02-03,LMND053956Q1Y,true,false,false,583.0
2578,ATNG023405DFXMXQJ2,84,2020-12-06,BTQC873942B2P,true,false,false,460.88
0617,RLSF330671JASPWT51,14,2020-07-25,SAYF552228S2A,true,false,false,628.91
0931,YFKV784127ZPTZGC99,79,2020-03-04,FFAC375657IWP,true,false,false,904.43
5680,LBZA879759HFDDPE13,28,2022-02-16,ISBM930532OS9,true,false,false,358.65
7257,JQDH665635SYOHWDI1,72,2022-04-27,SLJP623028COY,true,false,false,540.87
2043,FYYI720773DNWUONM0,55,2022-04-11,CYLL912758JT6,true,false,false,197.02
1296,CUWG530546ZRYLBZY7,44,2019-10-07,GSSQ627736VUO,true,false,false,199.91
9023,TQPF897534UTZXGYY0,2,2021-11-20,IRWH0210689GZ,true,false,false,226.07
1358,JSRO593179ZLBBANZ7,91,2019-03-11,XWFQ550389YRF,true,false,false,681.18
7345,DFDM779903HOSNKJ73,27,2019-09-07,JNAG758446D5T,true,false,false,561.85
2920,GIUN807900UZONTQI2,20,2019-08-06,KVZO482721ZAS,true,false,false,315.07
8748,KGJF067708ZIZKLH27,38,2019-01-01,LRGJ7866626MO,true,false,false,244.84
0555,SJRL300116MZBFNU97,83,2020-06-20,MYUB6358536QC,true,false,false,527.93
0108,FEVQ101782IPTACKI5,65,2021-08-25,GTAR788894GE7,true,false,false,149.55
9650,WKAX476223LCHUART3,48,2019-04-15,FSGU470170MOM,true,false,false,260.39
9977,USUH732978UQCJEAG8,58,2019-10-13,UUSI575952P3B,true,false,false,947.02
4355,OHBU353173DEVJJRV5,47,2021-01-11,TSJV247748H5N,true,false,false,49.14
0818,SYZH830090AKFJZVR0,97,2021-02-21,HMTO314704M5B,true,false,false,146.59
5534,EFCD336246MRQVUS07,81,2020-10-29,IWID112811BN0,true,false,false,308.85
4955,IWSC011448OBIIYXO7,45,2018-09-17,EYSY143860TRA,true,false,false,631.58
2672,TFTG360252IFBOANH1,8,2020-10-22,WWGO938813MCB,true,false,false,264.03
8616,SHHM137605OYHLPZD0,6,2019-11-27,QDBO554195ICM,true,false,false,361.81
2857,YUNV665473AFIBYP95,30,2020-11-04,XOWX3926849CG,true,false,false,140.56
6502,NNXN898425ZHDYIIF0,38,2021-06-29,FLTT9724273DY,true,false,false,90.44
3219,KZOL968867CLJNCQJ4,42,2022-02-22,AHDP757112D9G,true,false,false,614.77
4747,SHZR424216KTEHPY70,57,2022-03-29,HEXH5719476WO,true,false,false,705.86
7569,ICYB636176JKSPPJA2,20,2019-03-26,HQCK149446RYT,true,false,false,683.99
1097,MTTK814526YZNVTSA2,58,2019-02-28,WKFG9165176B6,true,false,false,262.89
0739,DNHS880385HVFBGSU2,36,2019-11-29,ZDJR601223IAU,true,false,false,382.02
2235,KTGJ314070XGTEPB38,46,2019-09-11,LAMA154487EH5,true,false,false,835.41
7814,GZUB101913EWGIBIE3,53,2018-10-30,HGXB269974MFO,true,false,false,843.94
7033,QRUB003646KPTSHJX1,6,2021-06-02,BBJN426216OS3,true,false,false,438.04
4567,FBPS086300TAGFSAA1,10,2019-11-11,KVBM985486AQG,true,false,false,989.24
8701,QTUP051696HWZOKTJ8,81,2019-06-25,ACPC8101492H7,true,false,false,520.67
9937,AMZS520833DKTYHQD4,53,2021-12-04,GWFQ665029KDE,true,false,false,623.93
2802,JVMZ474116TLOEPU48,16,2021-11-30,FHUF485978U8S,true,false,false,337.74
4652,PWUW824077REKNXNJ6,24,2021-11-30,LOQM477885C49,true,false,false,841.4
7657,RFVC214054EPHZKEJ0,63,2019-04-28,MFFR1503820LO,true,false,false,536.88
1258,AETR410528DXBLWNU1,20,2020-07-12,XFJK324383GZM,true,false,false,845.75
1681,MZLA942040HTMDXXP0,55,2019-08-05,IJNB233146K8G,true,false,false,85.09
6711,ZZNZ853947JRIINI15,8,2018-11-24,VOJI230114WS3,true,false,false,784.43
6291,JYHX725689YDTRVFA3,57,2019-05-10,SDIU542371DZG,true,false,false,560.94
4894,ULIC946756WXVGDUT6,73,2021-07-19,PFJQ563806WPY,true,false,false,97.63
0558,DRGN593514TDNHVIX1,26,2021-02-27,BXXL777052SDF,true,false,false,197.27
9504,IYTB907014SOUIPZW9,50,2020-09-26,OQPL787716AOT,true,false,false,174.91
5861,ZKKA231318FFDASR61,78,2019-06-01,BGPV246191XBS,true,false,false,807.3
4409,HXAR809688ULUTMV35,24,2021-10-10,MXKA800278MX6,true,false,false,883.54
3050,BYDZ725191RYTNPMC0,29,2021-02-19,GGLM844843NS9,true,false,false,949.62
5882,TSBW310087FSSUAML7,91,2019-06-13,OBIA538325DYF,true,false,false,446.32
7956,FCGD512917UWGIAYM8,38,2021-03-05,GCRP307928C4F,true,false,false,743.96
2357,EOOZ116796AGTJMDS3,95,2022-03-11,AQDG777687Q9V,true,false,false,290.64
0299,BJTW439408XVSNMKU3,61,2020-09-02,OBUI808541Q59,true,false,false,72.73
9021,UYNM639420VZIPXOX8,53,2018-07-15,NRSP787228O0P,true,false,false,642.83
7517,WTLR216382FKWJLNG1,90,2020-12-09,RUWA142827BMD,true,false,false,758.2
7232,XTFV774001ZYTJLR41,69,2020-07-18,KIVR859025S4I,true,false,false,365.74
6680,USTZ016286GRBOUS81,53,2022-01-21,DPDK396162VPF,true,false,false,122.98
5975,HWTZ644008KBBCPNE2,92,2020-04-15,PQGQ703834TY7,true,false,false,951.18
1652,TLCA551787IXLWYJX8,55,2018-08-21,RKAU8531052UQ,true,false,false,408.51
5999,ZNDG664609ILWAVQO8,42,2019-12-18,VJUC761251N68,true,false,false,209.26
7121,ITHQ601951KXAUXWA2,81,2018-09-07,YYXT556749123,true,false,false,432.9
7331,DMDU287058LDCGGSX2,96,2019-05-24,UTTB892924G2C,true,false,false,157.74
4581,URAZ673444VYCGDRX5,52,2022-01-18,GUNE890447Y5X,true,false,false,125.25
7900,QCRL623446VTGVGI39,5,2022-03-18,IJFJ483093GZG,true,false,false,248.35
4491,CWDL063599TPRADMA0,24,2022-05-11,VZRN9384318L9,true,false,false,382.54
9709,NLJJ827742QVBTYAP6,37,2020-01-10,LELB5999072UM,true,false,false,96.86
4062,PWTB481391CEJDEG57,31,2020-04-26,WOOY2131862DC,true,false,false,382.19
1389,VDXA506777XAURHQ23,98,2020-01-16,WFMX047694PXW,true,false,false,812.42
3104,XLUS222636TYZIHDD6,96,2018-09-27,XMMZ9119545CQ,true,false,false,663.91
1610,UIDT822697VWWMUUE9,95,2019-10-14,FTRT349879CD5,true,false,false,961.34
3013,GZXZ350045CQOVKVB7,75,2022-02-11,LHOP943362RJZ,true,false,false,645.89
1528,POXT046490PZMIDH29,30,2020-01-27,MLRX1382321VG,true,false,false,370.26
2037,CTUP634139EIGJLNC9,93,2020-05-29,MXFD557773R12,true,false,false,256.73
3734,OTDZ272452XSGVHMX3,79,2018-11-22,MOAH515842GLE,true,false,false,72.91
0603,SHEN758469CWZPAMU8,10,2020-03-22,SVIJ72068631E,true,false,false,780.64
1259,CXVB684141NFIEDW13,22,2019-11-08,EOUW609655VD0,true,false,false,549.92
5130,GEFB057669TIJUBUO7,17,2020-12-04,BLTG731274USP,true,false,false,447.25
9408,DETS093594EHWESWG5,95,2020-06-07,EVUG129774UUC,true,false,false,602.79
3427,HYRW642703EGRHOL54,3,2018-07-13,UQDD5742214A2,true,false,false,660.79
4360,RWBO115318LEMDUI50,6,2020-07-10,DHWB850207X5G,true,false,false,128.82
3097,BEWH013610IIRGFO73,12,2021-01-19,DBZN4003092VY,true,false,false,421.18
0335,RNBB337790EUHZZRB1,77,2019-12-04,KCOG96411901I,true,false,false,687.31
6359,ZJZA314297SRYFGZR1,31,2020-10-06,DLQN680684DIS,true,false,false,274.16
6093,NUOS889490LLAJOA50,94,2020-11-19,EGLG7470116K4,true,false,false,754.42
4123,DOLM333613CBWQXRI8,49,2021-07-02,GNVN619580QAA,true,false,false,187.17
2242,BSIL797153FSAGCMI3,11,2021-04-14,ZJLA621587X99,true,false,false,528.01
6570,FEPK757484TZSDLR76,92,2019-04-30,XVLR684649XA3,true,false,false,687.05
1274,PVIF653036XNDXSRV4,71,2021-12-24,HPTH1288036AY,true,false,false,57.01
6911,ULGY652482HXPUQN66,53,2019-05-30,TCAB675100S6O,true,false,false,60.06
2673,GXHM290728JKLYEL13,22,2020-01-02,WXUE759211OPZ,true,false,false,218.09
7659,AVOW142756XXRQXOS4,60,2021-05-04,AMOD6869349ZH,true,false,false,343.26
0631,NCEI637626TUPIZP07,30,2021-06-10,JYIG82506932S,true,false,false,440.89
1407,JSJY064587JWWCAY74,10,2020-04-25,UOWA683980ERH,true,false,false,500.73
3912,XJMX146426RASQOPX9,92,2018-07-27,ZDLU424342E5W,true,false,false,291.79
7622,BHHZ855265IQNNEFB0,36,2019-10-20,KQJN416693X8B,true,false,false,391.02
7912,RSDK015896KWLAQDL7,48,2019-05-24,PSAY370236I05,true,false,false,117.11
0662,IDYA590705OVXVRXH0,2,2019-09-17,LLRE409557LOX,true,false,false,799.28
4653,VSUF611973TXQFYZB8,17,2018-12-29,YKIN474417INW,true,false,false,476.36
4044,UDIN526713ENNQQDX9,87,2020-03-09,APYD112423IDU,true,false,false,431.7
5379,GMVK862284CPWRJPP0,87,2018-08-10,QJMF505167QUD,true,false,false,780.42
7682,NOFU377346XIHSIRP8,61,2021-05-02,ZNVG661086YMC,true,false,false,151.81
0873,BNCG092640VHSXAJI0,86,2019-04-02,BYTE094940IDB,true,false,false,90.6
3755,STNT114122EUUSZMP4,56,2019-10-04,RMSC9079315GD,true,false,false,647.71
9206,KWEF137169RJATMN95,26,2021-12-13,ULNP205177QQA,true,false,false,767.45
9210,ESRF560246JSICGI27,85,2021-11-19,WDXB7610633AS,true,false,false,968.34
5981,QRED986754YKJZFEI2,15,2020-12-14,IFIZ2479686TY,true,false,false,906.92
7989,QQON628424BDOHPJ92,85,2019-03-14,WACN684381X51,true,false,false,700.71
6549,MHAN644800RCHCIWT7,96,2019-01-19,WPWE455331JF8,true,false,false,965.93
2325,PCQS617461UCJSFT87,72,2022-06-01,XVMT219144TE4,true,false,false,73.98
0939,WCVL699074XOAZJKW7,60,2019-02-20,RCMG0646160OC,true,false,false,412.4
4576,ZOAP730709NXYOQGN1,42,2020-09-16,RTRV120972I91,true,false,false,379.23
7212,ITPC342781QBSMTK39,3,2018-08-13,ZWHD214538G8K,true,false,false,624.21
6698,DEJB131676EKRXJWY7,50,2020-11-22,KYYZ61396382D,true,false,false,576.77
