id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
5785,JRAB420635EGMXJCE0,18,2021-03-24,WOOY2131862DC,true,false,false,419.77
7516,GQCS973132MLBVHY77,10,2018-12-20,VHNS788949T1D,true,false,false,668.19
7133,PVIF653036XNDXSRV4,5,2018-12-23,JMOP886465IB4,true,false,false,695.31
1978,BYIE354099YHJGBZK1,60,2019-12-20,YYVE011385NOE,true,false,false,580.78
4315,ERGK425957FLLQEVA9,65,2018-11-22,MESQ262862V9I,true,false,false,360.57
0533,ZPTN164072EOMCHL81,80,2021-07-07,GXQB875999RWW,true,false,false,247.28
4802,QCRL623446VTGVGI39,33,2019-07-01,GJNA5659231PM,true,false,false,707.47
7821,MSAB389507LZQKMTX7,28,2020-05-14,KKMG368413A60,true,false,false,263.52
0264,CLLN438197GYREGJA2,94,2021-12-18,LLCV621037PQP,true,false,false,124.22
7970,VKMU672114FUBERKD4,15,2018-09-15,SYQV40780482F,true,false,false,378.38
8126,WCJR259124VSKLBHT1,10,2019-03-09,KVED52225099Q,true,false,false,372.07
4147,MUVR363362OZJHOLH3,24,2020-07-30,NCIT825929VVE,true,false,false,311.27
2186,PMFT941446VCIZEY01,1,2021-06-08,AEFF401819ZPN,true,false,false,324.92
6142,ALOL767494XEVRUFF7,90,2022-03-08,ULNP205177QQA,true,false,false,740.38
1810,WJWV039751JDRKMWE1,12,2021-09-24,TONC872846C45,true,false,false,526.32
3140,JVXD517437CDNAMYA5,36,2021-12-21,SVIJ72068631E,true,false,false,415.21
4822,UJZR768508FWSMGTP4,60,2019-12-21,PDEW385167YON,true,false,false,461.43
2670,GQDV277200XUSGNI14,80,2019-12-31,ETSO345380YES,true,false,false,334.65
7444,JXCF978634YCBBJXR2,86,2021-11-09,YRXJ067096WPI,true,false,false,835.71
6497,KLLX093894ZWCEVK44,29,2018-10-30,AMGS1497411BM,true,false,false,676.85
8932,DTOM552119HSNBVXW3,57,2018-10-01,UNCG8722961Z5,true,false,false,898.11
8867,HNSJ165292OSRVOTG5,16,2020-12-08,JLSA419405010,true,false,false,456.57
0361,DPLZ382153GTALNQY1,92,2020-04-04,YDNE938124EI8,true,false,false,715.98
6603,UFLY136103QQGQJSM0,1,2021-05-17,ZBBT483085APN,true,false,false,68.48
9954,CDSS549403TDKNSUH3,70,2021-09-29,BLTG731274USP,true,false,false,478.39
8260,AGXU300545LHNHYF63,78,2021-12-26,KFCI782182XRV,true,false,false,397.46
2716,YPGC919675INFFNWJ3,2,2019-10-01,NDOS517626EID,true,false,false,709.46
3633,EMKD164984TCOHQT29,71,2021-04-05,MOAH515842GLE,true,false,false,274.24
9163,KRQR474130IKFRQSC4,4,2021-09-04,NOWE644244R5G,true,false,false,760.85
1421,KWVQ022870ELHCKG82,16,2020-03-07,LONQ500156GO9,true,false,false,169.73
9723,DKES064587GXMZCJW8,80,2020-01-08,HQCK149446RYT,true,false,false,197.6
9571,FAIP969247ADNDGW60,98,2022-02-20,NZWZ252861DRW,true,false,false,497.92
7163,NKRR580062XYOROI53,92,2019-09-27,VJUC761251N68,true,false,false,953.32
1717,QKBH704751UDCEUG73,25,2021-04-12,MKZM613552AMK,true,false,false,125.75
7454,DRCL144459BPNZCL96,38,2019-08-14,UCJE163280074,true,false,false,519.1
5181,SGHL833034HHPCIOK6,61,2018-10-19,GRCR737206D13,true,false,false,149.28
9373,XEPC630427VHKNXA18,67,2019-10-31,JCYC889949XSB,true,false,false,904.93
5855,ASVO276759ITLQFNO1,49,2022-03-23,JTVV736851O4R,true,false,false,468.88
4612,DTBE424030NUPYRJV5,86,2018-08-15,HVRK682924697,true,false,false,68.71
4846,QRSR560454ZVKXITI3,18,2021-10-13,DACI754884DV0,true,false,false,661.08
6248,GLIS778249ZAMEEUN2,30,2019-10-01,JAGH6468016M8,true,false,false,816.24
7491,RHVF270591TAVVTLW9,94,2020-05-24,REDA662371HCL,true,false,false,300.19
8529,BQXA436886QTVVIVR2,42,2020-05-22,DIFY115243OMW,true,false,false,313.05
2846,VZID407504SDSVTBH8,36,2019-10-14,GSWU582794EEK,true,false,false,128.9
1257,AVNJ439189WZIESWC8,91,2020-12-03,OTTZ6543036JK,true,false,false,624.3
6304,FOGP398115UINSMK98,49,2019-04-04,GNVN619580QAA,true,false,false,484.44
5441,JCPK366318AMPSMAO7,21,2019-04-01,RVWK1120768ET,true,false,false,794.94
1675,JMAY686437FMOLMNL8,14,2018-10-20,WQVH087260O3R,true,false,false,982.22
1070,QLQK623757ATMUHGN8,59,2022-03-29,LUDH64158342N,true,false,false,291.08
2932,WKYN027826FGGTWIE9,67,2020-12-25,DODL488410LPB,true,false,false,643.37
6537,OQHF986738BONRXO27,63,2021-04-10,PQGQ703834TY7,true,false,false,581.96
1624,AEWD683444AKSRGV88,35,2019-11-09,JBEO616476KPG,true,false,false,955.09
8885,MBPC444811LAPLMTA4,68,2018-10-28,FVFC404151P04,true,false,false,995.39
6926,FFAJ330788PJQLHI36,13,2021-05-24,AKMP333069QRO,true,false,false,757.42
8331,XJHH215846QSONLWV0,54,2020-02-25,ZZHR931709L3D,true,false,false,284.3
0411,UQXK409370ELFZIVO7,82,2018-10-10,HPTH1288036AY,true,false,false,371.27
5323,MUUX614067TXOBEVF3,27,2020-09-14,AVUV212653IA7,true,false,false,521.13
1541,YSOH370508YZCEHZF3,73,2021-10-18,GWEU827137JIP,true,false,false,306.0
8804,IXAB081992APKTJE56,23,2019-12-09,XMQA8756537MJ,true,false,false,833.07
6622,LYYT082278NBBDHEL2,82,2020-11-13,TXUK8428656HP,true,false,false,614.0
8107,AMZS520833DKTYHQD4,22,2018-10-22,ESSU674773EL4,true,false,false,463.04
4551,QUNM369604EMAJLAH6,37,2021-12-17,ABKK283028UIB,true,false,false,635.74
4393,XRYU720669YIKNZA92,89,2019-02-21,FQYY052516W4N,true,false,false,654.8
7608,MYSX566263ILUDKKG3,56,2018-07-09,WVVC608425FZO,true,false,false,134.5
5791,RXZF600048ICSAMGS3,53,2019-05-02,FUSQ247016P6J,true,false,false,263.25
7278,AETR410528DXBLWNU1,52,2018-09-29,CIDE057887E38,true,false,false,295.0
3341,RCWE591398GCBKEBY9,41,2019-04-18,CNJK6974083CE,true,false,false,365.97
6103,SQSC492146WSFAOJ35,20,2020-11-20,UKPR605459LV5,true,false,false,880.41
5581,NKWY077736XQNMOZ67,80,2018-09-25,RNLY193240LDG,true,false,false,502.79
4606,TJNL677798XICNJDJ9,23,2019-12-09,ZJLD402950I51,true,false,false,828.03
9712,MDAR458898POIYOKJ5,94,2020-03-25,RFPV7843087T9,true,false,false,390.19
3096,MYNB482448TSQCUBE7,67,2019-02-25,WTCE925193YHN,true,false,false,856.73
