id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
3729,ECBE113251TNOUDEF0,23,2020-12-14,XETZ026611OL4,true,false,false,231.76
4401,POLH604742IKEYPNB0,42,2019-01-19,FCUS3744986ZS,true,false,false,439.22
7216,OPNX946573WOOAQK64,20,2019-09-01,GJNA5659231PM,true,false,false,502.09
3587,NXUM970937CDBVLIZ0,76,2019-08-02,FCII893378WXJ,true,false,false,789.92
7640,EMKD164984TCOHQT29,20,2020-11-02,MKVV925377I0R,true,false,false,85.55
0397,IGZH495776WVMANSG3,16,2021-09-22,BRRQ624271010,true,false,false,527.08
4882,GRUS685976PUMWUAQ7,6,2019-06-30,GRCR737206D13,true,false,false,597.51
6577,IOQJ576818XBKRJSU9,79,2020-09-11,YIGC111317BEF,true,false,false,238.78
3889,THHN695945RAWANEP7,12,2021-11-21,NMWE725133CMS,true,false,false,912.51
4156,UWKK060968UWMOJY16,35,2019-07-14,YDQD85115736P,true,false,false,690.86
7948,HYIM874052HNFLQI42,22,2020-07-22,HVWC073142E6B,true,false,false,895.89
6386,JHEF530074BUUEHVY5,27,2018-07-31,CJQX425858HDQ,true,false,false,836.98
2180,FTNL844595XVWLAAO8,95,2019-09-22,JMOP886465IB4,true,false,false,421.2
5225,OLCK064542TKJRYT15,14,2021-08-08,JAGH6468016M8,true,false,false,907.2
6775,KIOX158483VWOYRVR2,67,2022-01-19,PNVM695183X9Y,true,false,false,731.12
5501,CVYM656273LOOTJLJ0,15,2020-04-10,FAKR797558T3D,true,false,false,263.25
3914,HUSV235977NEXRFAZ3,9,2022-01-23,KVVI162944EBO,true,false,false,124.43
0680,DZUS007530FLFWPDD9,54,2022-02-05,IBRU912576G82,true,false,false,294.73
8737,XOYC163913DMAGMV95,82,2022-04-18,KIVZ929370BLP,true,false,false,899.18
7799,XFJO910264UDKKMAO4,35,2020-12-25,NQQQ023586OBJ,true,false,false,240.34
6776,OZLV109467KXKHWH68,91,2022-03-11,NCFN973741MFS,true,false,false,458.99
6607,QFWE555905EMASUVX7,98,2021-10-21,UCJE163280074,true,false,false,661.23
7499,SECY410731VKDMUJO4,86,2021-01-02,YGMT487655I1S,true,false,false,436.96
0054,VEPW359690YYWNZQ50,30,2019-04-26,ZANF926135TM6,true,false,false,455.73
1499,AIZH060746QZGSYGH6,13,2022-05-09,MCHP283507WVZ,true,false,false,940.4
3326,FPNC910079DDRQGQK0,15,2019-05-06,KQXR066996EX3,true,false,false,80.52
8960,DCGH842584APEPMVP1,45,2021-07-11,QIJH392266RIL,true,false,false,710.52
5288,CMJU213998CDSTHMQ7,16,2022-03-12,HHJL520698451,true,false,false,724.61
2268,ZLGR381144KQVTSGF3,39,2019-12-29,RERC275598OXF,true,false,false,277.02
9535,MIOC516035ZMCNXO08,83,2021-12-06,OLFC422679GOX,true,false,false,79.98
3180,ZONK819357YSHNHVO6,91,2018-10-26,DPCN103026RYF,true,false,false,134.0
2488,ZPFF998367XAIRKKR2,39,2020-10-15,HLEJ0437600N5,true,false,false,409.69
4622,PNIH887736WZJERC05,47,2019-08-18,SWMM265872GUX,true,false,false,953.89
9683,FTEH170740NBSZBZ38,29,2022-01-04,XMQA8756537MJ,true,false,false,378.93
7370,DEJL787326EQEOJU81,28,2018-09-26,XFKM4547006AM,true,false,false,318.17
7441,FJWT689252UJFBBBL2,88,2020-08-06,ZJLA621587X99,true,false,false,461.2
8214,OQSD534333JTXGYX40,99,2019-01-17,KORB990612USE,true,false,false,696.43
0601,CFZC371344JTEBIIN0,77,2019-10-16,SAAF104917L51,true,false,false,571.36
4582,AJSK401349RSRAZKP5,67,2022-01-23,KUCS867497BV8,true,false,false,254.33
9648,HBQZ477810BPZIBTI4,76,2018-07-24,KNYA141365OAV,true,false,false,609.34
0021,AARY385677NZKJQGP7,56,2019-11-06,VOJI230114WS3,true,false,false,946.96
0228,LUIH577417YAXYCGF6,83,2021-02-05,DJIQ9880006XN,true,false,false,847.4
1616,UKYB425921NTAFWRS0,5,2020-05-06,VRCW396141KQ2,true,false,false,82.24
8762,ZJIT775917MBUFNXO2,44,2019-04-15,DMRK446907H0W,true,false,false,705.54
1842,GUQV340497EUQDWQB9,67,2022-05-16,YUEZ913479OKL,true,false,false,566.07
7419,UYAI547383EBXSDAZ5,57,2019-12-30,KJWE847004JDB,true,false,false,506.5
7837,WLWO021411CRKGBVG5,17,2019-03-24,ZDJR601223IAU,true,false,false,440.81
4552,RBUO372328JYGNPW40,9,2020-09-23,DXQX109574TPM,true,false,false,306.14
2011,TOQN208333HPQJDEW0,1,2020-12-11,QTYL181231PDQ,true,false,false,948.27
4909,ZKEO473449ZECSLLE6,43,2020-11-20,ZNVG661086YMC,true,false,false,305.48
2584,YGLY549570KJEHZRJ7,4,2019-10-27,UJGZ149803YRW,true,false,false,645.18
2087,LJXT096802VPXEHDQ3,11,2019-09-23,NKVO563810SEB,true,false,false,99.44
7948,XNFZ457806YWIWND74,18,2020-09-15,ACVM887096TKD,true,false,false,629.31
6449,YTUX363948XQESTTG6,23,2022-03-10,WMKN7303434BJ,true,false,false,889.24
9681,YRWP038532HKSXJPL1,8,2020-02-22,YDNE938124EI8,true,false,false,789.19
3379,DTOM552119HSNBVXW3,85,2019-06-20,CCVD815446T07,true,false,false,103.41
0131,NPJD861998KZFWAIT2,31,2018-10-07,ETQZ917319JKC,true,false,false,857.71
8817,QYAA859367RESALQ01,100,2021-06-08,NORQ488428ZD1,true,false,false,991.21
3340,RAZP735729GHPJMKK9,65,2018-10-14,TQGV7242544K1,true,false,false,123.83
1728,YJQO248004YOQPEA36,78,2020-10-06,RDII935106Y52,true,false,false,844.55
3354,TCBS877561IRRLUFE6,42,2018-11-18,AXLV498637TUV,true,false,false,395.85
3232,NWWU570867EFZMJC41,39,2018-06-17,FDET501444O8A,true,false,false,987.96
6446,FBFA504655UOEKIRK7,16,2022-06-03,HRYV9581344N1,true,false,false,54.38
0874,XMHF121805KBLQSES9,48,2022-02-12,JQWH603395ZQ6,true,false,false,937.32
7789,SHDY393197ULOOTFQ7,23,2019-04-15,ZITX380314YYZ,true,false,false,978.3
0745,JUGO699555BBBLRPU0,53,2020-10-06,TAAA955833NI8,true,false,false,110.36
1495,DAPU731678ESTXFXP9,56,2022-04-24,OBIA538325DYF,true,false,false,453.87
4311,BITI765955DMIRFPI5,51,2022-01-16,AQDG777687Q9V,true,false,false,364.57
9507,WBYO135616RDZIDWS8,5,2021-10-21,HETM459350ZQE,true,false,false,539.91
8285,JMFC647773PBREUN18,18,2019-02-21,HNRR251108Y8V,true,false,false,779.56
4182,DNLB956539REVRJON0,68,2019-03-11,USMI049949AER,true,false,false,158.51
