id,id_Cliente,id_Taqueria,Fecha,RFC_Mesero,Es_Efectivo,Es_Tarjeta,Es_Puntos,Total
1198,MUOM983141UJKEZTM7,51,2021-03-13,XAXB816012DQP,true,false,false,434.98
7327,MTEZ422926EGBXMSP3,79,2020-05-15,NXGR272155NI6,true,false,false,268.86
4186,CKOG528757FCSOQCE1,1,2020-07-29,ICMI0479768B7,true,false,false,319.86
2561,UNYP821227BFRROC79,15,2021-03-19,IYQV831356JIN,true,false,false,75.14
0522,VDFQ601280XHUZGGW5,60,2018-11-20,AVUV212653IA7,true,false,false,762.56
3125,FFAJ330788PJQLHI36,18,2020-11-09,FSGK730520JOQ,true,false,false,612.36
8644,EFHE129598DLGHJVP6,99,2020-04-08,CLSS911546LW5,true,false,false,671.63
8268,EYOL298051RPVUWP35,70,2021-01-05,CRBF964624P6I,true,false,false,975.26
2222,XMMC719614VRXIGF55,13,2018-06-24,DMRK446907H0W,true,false,false,540.1
7483,OGMX881193IMFDMYC1,43,2020-11-03,BWUM948934TG5,true,false,false,432.06
2017,XBOV922582AJUEXXT6,2,2019-09-25,LOOE4495934FU,true,false,false,552.15
4690,DFAF729064SRIXTH13,28,2021-01-30,ASKX105317M3Y,true,false,false,106.47
7568,NROR157466THENIJR0,21,2021-03-17,JLQK9639762FU,true,false,false,802.89
9106,CCGZ563011QNOWVAF4,29,2021-07-02,GIZF631358HIH,true,false,false,964.84
8736,IAXD891016XXCTTU04,98,2020-01-08,ASUX544459HTX,true,false,false,326.35
7267,WSHX124159RJNJSF11,32,2020-07-08,NQFF518914SNA,true,false,false,545.45
0275,ZIUB834971IEJLMV04,96,2020-09-15,BTWC310100CO2,true,false,false,130.92
1054,LHVU718940JEOINGJ1,94,2020-02-16,TONC872846C45,true,false,false,146.43
6770,HDUX531847DSXEOOE0,85,2018-10-07,NRSP787228O0P,true,false,false,270.81
4564,AHLG196021MCYBMX25,74,2022-03-18,MUFD927426XHN,true,false,false,750.88
7900,YAGJ436845DPOZAFJ3,50,2019-12-23,PEES721385R9W,true,false,false,304.27
1970,JPRZ989385IIJETZZ9,8,2020-02-12,XPJM975413OHF,true,false,false,711.84
7259,LCCT255323FFMDMQP2,11,2020-05-03,LNLN652757V0Z,true,false,false,966.2
7014,OZDE240690HRTFECX9,6,2021-02-13,WFRU342763LQV,true,false,false,421.65
7659,IBKW831986SOQLPPJ2,77,2021-09-14,DFSJ641235X4V,true,false,false,402.38
3052,GVWZ739456ZLHIHD87,70,2019-03-18,YELA298013JZT,true,false,false,529.55
3774,BMDU880334YDZYIXJ6,91,2018-07-23,WYAU910334AN8,true,false,false,585.47
3766,UGOU137857FZJWNK96,60,2021-06-04,ZJLA621587X99,true,false,false,962.33
7366,IXEC277796XNXVKIO6,4,2020-10-06,VPNB182362FHK,true,false,false,339.13
1711,WIDD939930GYPZDQD1,100,2018-06-15,NRZW762055713,true,false,false,332.06
1042,WPCO610162TOECPYJ0,19,2019-02-01,RZAU214070C8X,true,false,false,592.1
5746,MNTT618389TEXCSO26,81,2019-08-21,IJNB233146K8G,true,false,false,810.42
3667,NOIR345886EABGPD39,57,2020-12-19,XDGR654043MY9,true,false,false,478.8
0390,GGSW100262GNERFNZ7,35,2018-08-16,LPUT210007AVD,true,false,false,285.54
3614,KMYD538570VDWWWQC9,75,2021-11-19,YCNJ7463006HS,true,false,false,173.78
8168,EUYI501482RKYWMXG4,92,2021-05-11,SIWD095470SSG,true,false,false,893.29
0816,EWGW283082BLIKVNP9,6,2022-01-12,SAYF552228S2A,true,false,false,330.84
1273,RJZZ802755IJJGYQJ4,14,2021-03-11,SGAZ6808490YT,true,false,false,550.3
7673,COCF739240AHZAHUR9,98,2018-09-08,LLRE409557LOX,true,false,false,263.34
3331,GWQS715727UQBDKE27,5,2021-07-31,INDJ199887PGF,true,false,false,199.14
9644,DAPU731678ESTXFXP9,73,2019-01-21,BXHN737316OEL,true,false,false,526.28
6981,HXSO996535HKAOKZL7,93,2021-05-15,LBFT61352212L,true,false,false,419.42
0892,EGMC938706CINQGV03,92,2022-04-21,ZQYD107459JZV,true,false,false,280.63
7786,LGRT391582KYJIBL61,8,2020-10-13,FSGU470170MOM,true,false,false,745.65
4725,JVXD222219UYOBDM26,30,2018-09-13,GBNS4955647WY,true,false,false,545.21
0118,KXEK213572KXDDGO30,18,2020-12-09,CYNP654298D6K,true,false,false,665.37
1555,BEMT265205FRTSKGL7,82,2021-08-31,DSIX910899T10,true,false,false,116.82
6896,YWTG654235CLXVCTL9,84,2020-07-20,HDPR2540825WR,true,false,false,874.71
8637,JCXV216531ELSFYYI8,70,2019-11-29,IQZW36704053H,true,false,false,671.69
7609,XYMU481104ISEZXZU1,84,2022-02-16,SNLR759242U2I,true,false,false,793.76
3980,NOUU696957ZTJHRMU2,35,2020-08-08,FAKR797558T3D,true,false,false,410.33
7596,FOKA129367RLEGSIE5,69,2019-12-04,FITL69244925N,true,false,false,354.43
3033,VLUL029450JZOBFE88,37,2022-01-27,ZTMB7197671UC,true,false,false,517.95
4305,PQUI264588EZMDDWU5,18,2018-06-25,JQWH603395ZQ6,true,false,false,41.09
4233,DPWK992740PPJQFBP9,77,2022-04-19,LBAX631418FAJ,true,false,false,946.1
1342,TYQY960376DEJUWTR7,41,2021-12-27,BXXL777052SDF,true,false,false,135.15
6630,OQNP116876KEITZLJ6,21,2020-08-24,JMKU089897KVJ,true,false,false,369.75
